14810710,0,2
14810710,1,5
14810710,2,8
62141760,0,3
62141760,1,5
62141760,2,8
86967266,0,1
86967266,1,4
86967266,2,7
60734247,0,4
60734247,1,6
60734247,2,9
77365068,0,3
77365068,1,6
77365068,2,8
41508635,0,3
41508635,1,5
41508635,2,8
81534354,0,2
81534354,1,7
81534354,2,8
36210288,0,3
36210288,1,7
36210288,2,10
70470478,0,2
70470478,1,4
70470478,2,8
56609128,0,4
56609128,1,6
56609128,2,9
45787248,0,2
45787248,1,5
45787248,2,8
34012908,0,4
34012908,1,7
34012908,2,10
66916869,0,3
66916869,1,6
66916869,2,9
99875000,0,4
99875000,1,7
99875000,2,10
99178522,0,4
99178522,1,7
99178522,2,10
30181123,0,3
30181123,1,5
30181123,2,8
28201735,0,2
28201735,1,5
28201735,2,7
68741164,0,3
68741164,1,7
68741164,2,10
96056690,0,1
96056690,1,5
96056690,2,8
93400240,0,4
93400240,1,6
93400240,2,10
18634278,0,1
18634278,1,6
18634278,2,9
63785813,0,3
63785813,1,6
63785813,2,8
45829298,0,2
45829298,1,5
45829298,2,7
65707577,0,4
65707577,1,7
65707577,2,9
80602109,0,4
80602109,1,6
80602109,2,8
42490240,0,3
42490240,1,6
42490240,2,8
42202774,0,2
42202774,1,5
42202774,2,9
26546882,0,1
26546882,1,5
26546882,2,9
78640397,0,4
78640397,1,8
78640397,2,9
49244856,0,3
49244856,1,6
49244856,2,10
77173049,0,3
77173049,1,6
77173049,2,9
77268773,0,3
77268773,1,6
77268773,2,10
14473288,0,3
14473288,1,5
14473288,2,7
27799434,0,3
27799434,1,6
27799434,2,8
15898917,0,3
15898917,1,6
15898917,2,10
54642042,0,3
54642042,1,6
54642042,2,8
83515710,0,2
83515710,1,5
83515710,2,7
19573679,0,2
19573679,1,6
19573679,2,9
50055100,0,4
50055100,1,7
50055100,2,9
29667709,0,4
29667709,1,6
29667709,2,10
15024477,0,2
15024477,1,5
15024477,2,8
55357486,0,3
55357486,1,6
55357486,2,9
81006770,0,2
81006770,1,6
81006770,2,8
11835242,0,4
11835242,1,6
11835242,2,8
16670741,0,4
16670741,1,7
16670741,2,10
41070501,0,3
41070501,1,6
41070501,2,9
79264265,0,3
79264265,1,5
79264265,2,8
88554954,0,3
88554954,1,5
88554954,2,7
81478074,0,3
81478074,1,6
81478074,2,9
41886591,0,3
41886591,1,6
41886591,2,8
78412320,0,4
78412320,1,7
78412320,2,10
74405036,0,3
74405036,1,6
74405036,2,9
56963446,0,2
56963446,1,5
56963446,2,7
70780928,0,4
70780928,1,7
70780928,2,10
24750461,0,4
24750461,1,7
24750461,2,10
83394710,0,4
83394710,1,7
83394710,2,10
40652943,0,3
40652943,1,7
40652943,2,9
77536373,0,3
77536373,1,7
77536373,2,9
21221496,0,3
21221496,1,6
21221496,2,8
80181486,0,2
80181486,1,5
80181486,2,7
57015120,0,4
57015120,1,7
57015120,2,10
35626787,0,3
35626787,1,5
35626787,2,8
55707036,0,2
55707036,1,5
55707036,2,7
74785766,0,3
74785766,1,6
74785766,2,10
22732183,0,4
22732183,1,7
22732183,2,9
28676466,0,4
28676466,1,7
28676466,2,10
43189504,0,3
43189504,1,6
43189504,2,10
47555366,0,4
47555366,1,7
47555366,2,10
86030467,0,3
86030467,1,7
86030467,2,10
26060622,0,3
26060622,1,5
26060622,2,8
48008162,0,3
48008162,1,6
48008162,2,10
69726609,0,4
69726609,1,8
69726609,2,10
63813411,0,2
63813411,1,4
63813411,2,8
69726612,0,3
69726612,1,6
69726612,2,10
26060634,0,2
26060634,1,7
26060634,2,9
68465127,0,3
68465127,1,6
68465127,2,10
48128162,0,2
48128162,1,5
48128162,2,8
38065535,0,4
38065535,1,7
38065535,2,10
29373826,0,2
29373826,1,5
29373826,2,7
14076980,0,2
14076980,1,6
14076980,2,9
28395217,0,3
28395217,1,7
28395217,2,10
32017562,0,2
32017562,1,6
32017562,2,9
56673629,0,2
56673629,1,7
56673629,2,10
59838912,0,3
59838912,1,5
59838912,2,8
71767320,0,4
71767320,1,7
71767320,2,9
14412368,0,4
14412368,1,7
14412368,2,10
92618992,0,3
92618992,1,6
92618992,2,10
91186230,0,2
91186230,1,5
91186230,2,9
58426345,0,2
58426345,1,4
58426345,2,8
33425228,0,3
33425228,1,6
33425228,2,9
80088659,0,2
80088659,1,5
80088659,2,9
36604354,0,2
36604354,1,6
36604354,2,9
39700331,0,4
39700331,1,7
39700331,2,10
28589945,0,3
28589945,1,6
28589945,2,9
78769291,0,2
78769291,1,6
78769291,2,9
46018113,0,3
46018113,1,6
46018113,2,9
4806380,0,2
4806380,1,5
4806380,2,7
70715948,0,3
70715948,1,6
70715948,2,9
44768966,0,4
44768966,1,7
44768966,2,10
70008327,0,3
70008327,1,5
70008327,2,9
3653695,0,2
3653695,1,6
3653695,2,9
37981883,0,2
37981883,1,5
37981883,2,9
89039201,0,3
89039201,1,7
89039201,2,10
56454685,0,4
56454685,1,6
56454685,2,10
4149367,0,3
4149367,1,6
4149367,2,8
70369460,0,3
70369460,1,5
70369460,2,8
62192885,0,2
62192885,1,5
62192885,2,8
77785628,0,3
77785628,1,5
77785628,2,8
9326674,0,2
9326674,1,5
9326674,2,8
60827877,0,3
60827877,1,5
60827877,2,10
55550073,0,2
55550073,1,5
55550073,2,8
75661973,0,4
75661973,1,7
75661973,2,10
19496012,0,2
19496012,1,5
19496012,2,8
83518131,0,4
83518131,1,7
83518131,2,10
15008398,0,3
15008398,1,6
15008398,2,9
12942549,0,4
12942549,1,8
12942549,2,10
59468362,0,3
59468362,1,6
59468362,2,9
65564894,0,3
65564894,1,6
65564894,2,9
53595107,0,4
53595107,1,8
53595107,2,10
32813116,0,3
32813116,1,5
32813116,2,8
40967696,0,2
40967696,1,5
40967696,2,8
9827775,0,2
9827775,1,5
9827775,2,8
68727004,0,3
68727004,1,6
68727004,2,9
28104101,0,3
28104101,1,5
28104101,2,9
57117051,0,3
57117051,1,6
57117051,2,10
80404215,0,4
80404215,1,7
80404215,2,9
31534560,0,3
31534560,1,5
31534560,2,10
88689205,0,4
88689205,1,7
88689205,2,9
67642190,0,3
67642190,1,6
67642190,2,8
72332472,0,2
72332472,1,5
72332472,2,8
39114526,0,4
39114526,1,6
39114526,2,9
60491378,0,4
60491378,1,6
60491378,2,10
64270084,0,3
64270084,1,6
64270084,2,9
36100356,0,3
36100356,1,5
36100356,2,9
80743697,0,4
80743697,1,6
80743697,2,9
62621395,0,3
62621395,1,5
62621395,2,7
38845683,0,3
38845683,1,8
38845683,2,10
75820052,0,2
75820052,1,6
75820052,2,8
40117629,0,3
40117629,1,6
40117629,2,9
42089857,0,3
42089857,1,5
42089857,2,8
60284794,0,3
60284794,1,5
60284794,2,8
14582677,0,1
14582677,1,5
14582677,2,8
49989671,0,2
49989671,1,6
49989671,2,9
43005263,0,3
43005263,1,8
43005263,2,10
2633833,0,2
2633833,1,5
2633833,2,7
2759994,0,3
2759994,1,6
2759994,2,10
38088291,0,6
38088291,1,8
38088291,2,10
66356704,0,3
66356704,1,5
66356704,2,8
46553965,0,3
46553965,1,6
46553965,2,8
84842617,0,4
84842617,1,7
84842617,2,9
54239202,0,4
54239202,1,6
54239202,2,9
54083452,0,2
54083452,1,4
54083452,2,7
15576919,0,4
15576919,1,6
15576919,2,10
64968306,0,3
64968306,1,6
64968306,2,9
64767806,0,4
64767806,1,7
64767806,2,10
20746962,0,3
20746962,1,6
20746962,2,9
4514512,0,4
4514512,1,7
4514512,2,9
25689834,0,1
25689834,1,5
25689834,2,9
19841964,0,3
19841964,1,6
19841964,2,10
65229232,0,2
65229232,1,5
65229232,2,8
34800246,0,2
34800246,1,6
34800246,2,8
2133226,0,4
2133226,1,8
2133226,2,9
